Referencia;Descripcion;PVP;NETOS;NETOS_GRANDE_CUENTAS;CANTIDAD;PRECIO_ESTANDAR;CONDICIONES_NETO;CONDICION_NETO_GC;PRECIO_GRUPO1;PRECIO_GRUPO3;PRECIO_CECOFERSA
4250;Tope muelle carga - parking 90x10x10 cm;44;;;;22;Sin precio neto;Sin precio neto G.C.;21,12;22;21,12
4300;Big Bag 850x850x900 1000kg. 5:1;7,9;;;;3,95;Sin precio neto;Sin precio neto G.C.;3,792;3,95;3,792
4301;Big Bag 850x850x900 c/ valvula descarga;9,2;;;;4,6;Sin precio neto;Sin precio neto G.C.;4,416;4,6;4,416
4302;Big Bag 900x900x1200 MM FDC/FP ADR;22,5;;;;11,25;Sin precio neto;Sin precio neto G.C.;10,8;11,25;10,8
4303;Big Bag 900x900x1200 c/tapa;14;;;;7;Sin precio neto;Sin precio neto G.C.;6,72;7;6,72
4304;Saco de rafia para escombros 55cmx85cm carga 25 Kg;0,52;;;;0,26;Sin precio neto;Sin precio neto G.C.;0,2496;0,26;0,2496
4305;Paquete 10 unid. saco plastico escombros 55x75;8,94;;;;4,47;Sin precio neto;Sin precio neto G.C.;4,2912;4,47;4,2912
4690;Chaleco Reflect. amarillo;3,9;;;;1,95;Sin precio neto;Sin precio neto G.C.;1,872;1,95;1,872
4691;Chaleco Reflect. naranja;3,9;;;;1,95;Sin precio neto;Sin precio neto G.C.;1,872;1,95;1,872
4692;Chaleco Reflect. rejilla verano amarillo NO HOMOLOGADOS;5,4;;;;2,7;Sin precio neto;Sin precio neto G.C.;2,592;2,7;2,592
4695;Tirantes reflectantes amarillos NO HOMOLOGADOS;4,4;;;;2,2;Sin precio neto;Sin precio neto G.C.;2,112;2,2;2,112
4696;Tirantes reflectantes naranja NO HOMOLOGADOS;4,4;;;;2,2;Sin precio neto;Sin precio neto G.C.;2,112;2,2;2,112
4700;Rollo Malla Protec Naranja (1x50mts.) 80 gr.;36,8;;14,4;96;18,4;Sin precio neto;Neto G.C.: 014 € (a partir de 96 uds.);17,664;18,4;17,664
4700A;Rollo malla Protec Amarilla (1x50 m) 80 gr;34,65;;;;17,325;Sin precio neto;Sin precio neto G.C.;16,632;17,325;16,632
4700S;Sistema sujeción para mallas y cinta varilla;2,5;;;;1,25;Sin precio neto;Sin precio neto G.C.;1,2;1,25;1,2
4700V;Rollo Malla Protec verde (1x50 m) 80 gr;34,65;;;;17,325;Sin precio neto;Sin precio neto G.C.;16,632;17,325;16,632
4700Z;Rollo malla Protec Azul (1x50 m) 80 gr;34,65;;;;17,325;Sin precio neto;Sin precio neto G.C.;16,632;17,325;16,632
4701;Rollo Malla Protec Naranja (1X50mts.) 100 gr.;37,8;;;;18,9;Sin precio neto;Sin precio neto G.C.;18,144;18,9;18,144
4702;Rollo malla fibra de vidrio Mortero-Reboco azul 1x50 m;42;;;;21;Sin precio neto;Sin precio neto G.C.;20,16;21;20,16
4703;Rollo malla fibra de vidrio Yeso Blanca 1x50 m;42;;;;21;Sin precio neto;Sin precio neto G.C.;20,16;21;20,16
4704;Rollo Malla fibra de vidrio Blanca pintura 1x50 m;42;;;;21;Sin precio neto;Sin precio neto G.C.;20,16;21;20,16
4720;Mubo PVC señal. c/reflec. 1 mt;1,6;0,75;0,75;25;0,8;Neto: 001 € (a partir de 25 uds.);Neto G.C.: 001 € (a partir de 25 uds.);0,768;0,8;0,768
4730;Estaca madera 30x30x30;0,8;;;;0,4;Sin precio neto;Sin precio neto G.C.;0,384;0,4;0,384
4735;Estaca madera 30x30x35;0,84;;;;0,42;Sin precio neto;Sin precio neto G.C.;0,4032;0,42;0,4032
4740;Estaca madera 30x30x40;0,8;;;;0,4;Sin precio neto;Sin precio neto G.C.;0,384;0,4;0,384
4750;Estaca madera 30x30x50;0,94;;;;0,47;Sin precio neto;Sin precio neto G.C.;0,4512;0,47;0,4512
4760;Estaca madera 30x30x60;1,14;;;;0,57;Sin precio neto;Sin precio neto G.C.;0,5472;0,57;0,5472
4770;Estaca madera 30x30x70;1,34;;;;0,67;Sin precio neto;Sin precio neto G.C.;0,6432;0,67;0,6432
4780;Ecopate 300;10,7;4,85;4,85;40;5,35;Neto: 005 € (a partir de 40 uds.);Neto G.C.: 005 € (a partir de 40 uds.);5,136;5,35;5,136
4799;Estaca madera 30x30x100;1,88;;;;0,94;Sin precio neto;Sin precio neto G.C.;0,9024;0,94;0,9024
4887;Mtro.cuadrado malla proteccion andamio Standard;1,22;;;;0,61;Sin precio neto;Sin precio neto G.C.;0,5856;0,61;0,5856
4888;Mtro.cuadrado malla proteccion andamio Extra;1,36;;;;0,68;Sin precio neto;Sin precio neto G.C.;0,6528;0,68;0,6528
4888C;Conector grapa para malla ojales y poste cadena (50 uds);12;;;;6;Sin precio neto;Sin precio neto G.C.;5,76;6;5,76
4888G;Grapa 35x40 mm para malla (50 uds);8;;;;4;Sin precio neto;Sin precio neto G.C.;3,84;4;3,84
4890;Malla sombreo/ocultacion 70% (x M2);1,09;;;;0,545;Sin precio neto;Sin precio neto G.C.;0,5232;0,545;0,5232
4891;Malla sombreo/ocultacion 80% (x M2);1,9;;;;0,95;Sin precio neto;Sin precio neto G.C.;0,912;0,95;0,912
4892;Malla sombreo/ocultacion 90% (x M2);2,08;;;;1,04;Sin precio neto;Sin precio neto G.C.;0,9984;1,04;0,9984
4893;Malla/Tejido suelo antihierba negro/verde (x M2);1,52;;;;0,76;Sin precio neto;Sin precio neto G.C.;0,7296;0,76;0,7296
4894;Malla ocultacion negra/franjas 75% 3,50x1,90 blister;10,62;;;;5,31;Sin precio neto;Sin precio neto G.C.;5,0976;5,31;5,0976
4895/A;Malla señal. monofilamento 1x100 mts Amarilla;100,8;;;;50,4;Sin precio neto;Sin precio neto G.C.;48,384;50,4;48,384
4895/R;Malla señal. monofilamento 1x100 mts Rojo;100,8;;;;50,4;Sin precio neto;Sin precio neto G.C.;48,384;50,4;48,384
4897;Malla sombreo/ocultacion 70% manto a medida (x M2);1,22;;;;0,61;Sin precio neto;Sin precio neto G.C.;0,5856;0,61;0,5856
4898;Malla sombreo/ocultacion 80% manto a medida (x M2);1,78;;;;0,89;Sin precio neto;Sin precio neto G.C.;0,8544;0,89;0,8544
4899;Malla sombreo/ocultacion 90% manto a medida (x M2);1,89;;;;0,945;Sin precio neto;Sin precio neto G.C.;0,9072;0,945;0,9072
5100;Gafas protección G-1;2,28;;;;1,14;Sin precio neto;Sin precio neto G.C.;1,0944;1,14;1,0944
5101;Gafas protección G-2;1,6;;;;0,8;Sin precio neto;Sin precio neto G.C.;0,768;0,8;0,768
5102;Gafas protección G-3;2,76;;;;1,38;Sin precio neto;Sin precio neto G.C.;1,3248;1,38;1,3248
5105;Pantalla protectora facial fija Basic;4,2;;;;2,1;Sin precio neto;Sin precio neto G.C.;2,016;2,1;2,016
5200;Tapones proteccion auditiva c/ cordón;0,46;;;;0,23;Sin precio neto;Sin precio neto G.C.;0,2208;0,23;0,2208
5201;Cascos proteccion auditiva mod. A;5,06;;;;2,53;Sin precio neto;Sin precio neto G.C.;2,4288;2,53;2,4288
5300L;Faja elastica proteccion lumbar Talla L;15,8;;;;7,9;Sin precio neto;Sin precio neto G.C.;7,584;7,9;7,584
5300XL;Faja elastica proteccion lumbar Talla XL;15,8;;;;7,9;Sin precio neto;Sin precio neto G.C.;7,584;7,9;7,584
5300XXL;Faja elastica proteccion lumbar Talla XXL;15,8;;;;7,9;Sin precio neto;Sin precio neto G.C.;7,584;7,9;7,584
7000;Spray fluo 500 ml S MARK rojo;9,4;;;;4,7;Sin precio neto;Sin precio neto G.C.;4,512;4,7;4,512
7001;Spray fluo 500 ml S MARK azul;9,4;;;;4,7;Sin precio neto;Sin precio neto G.C.;4,512;4,7;4,512
7002;Spray fluo 500 ml S MARK amarillo;9,4;;;;4,7;Sin precio neto;Sin precio neto G.C.;4,512;4,7;4,512
7003;Spray fluo 500 ml S MARK verde;9,4;;;;4,7;Sin precio neto;Sin precio neto G.C.;4,512;4,7;4,512
7003A;Loseta/superficie para guía peatonal Mod A;18,8;;;;9,4;Sin precio neto;Sin precio neto G.C.;9,024;9,4;9,024
7004;Spray fluo 500 ml S MARK rosa;9,4;;;;4,7;Sin precio neto;Sin precio neto G.C.;4,512;4,7;4,512
7004B;Loseta/superficie para guía peatonal Mod B;18,8;;;;9,4;Sin precio neto;Sin precio neto G.C.;9,024;9,4;9,024
7005;Spray fluo 500 ml S MARK naranja;9,4;;;;4,7;Sin precio neto;Sin precio neto G.C.;4,512;4,7;4,512
7010;Spray Fluo 360º 500 ml IDEAL rojo;9,94;;;;4,97;Sin precio neto;Sin precio neto G.C.;4,7712;4,97;4,7712
7011;Spray Fluo 360º 500 ml IDEAL azul;9,94;;;;4,97;Sin precio neto;Sin precio neto G.C.;4,7712;4,97;4,7712
7012;Spray Fluo 360º 500 ml IDEAL amarillo;9,94;;;;4,97;Sin precio neto;Sin precio neto G.C.;4,7712;4,97;4,7712
7014;Spray Fluo 360º 500 ml IDEAL rosa;9,94;;;;4,97;Sin precio neto;Sin precio neto G.C.;4,7712;4,97;4,7712
7020;Spray 500 ml Line Marker Blanco;15,23;;;;7,615;Sin precio neto;Sin precio neto G.C.;7,3104;7,615;7,3104
7022;Spray 500 ml Line Marker Amarillo;15,23;;;;7,615;Sin precio neto;Sin precio neto G.C.;7,3104;7,615;7,3104
7025;Spray Pintura Luminiscente 400 ml;36,75;;;;18,375;Sin precio neto;Sin precio neto G.C.;17,64;18,375;17,64
80135N1;Triangulo MOPU TP 135 cm Reflex I;162,12;;;;81,06;Sin precio neto;Sin precio neto G.C.;77,8176;81,06;77,8176
80135N2;Triangulo MOPU TD 135 cm Reflex II;234,78;;;;117,39;Sin precio neto;Sin precio neto G.C.;112,6944;117,39;112,6944
80135N3;Triangulo MOPU TD 135 cm Reflex III;312,8;;;;156,4;Sin precio neto;Sin precio neto G.C.;150,144;156,4;150,144
80175N1;Triangulo MOPU TD 175 cm Reflex I;357,52;;;;178,76;Sin precio neto;Sin precio neto G.C.;171,6096;178,76;171,6096
80175N2;Triangulo MOPU TD 175 cm Reflex II;449,32;;;;224,66;Sin precio neto;Sin precio neto G.C.;215,6736;224,66;215,6736
80175N3;Triangulo MOPU TD 175 cm Reflex III;573,76;;;;286,88;Sin precio neto;Sin precio neto G.C.;275,4048;286,88;275,4048
8070N1;Triangulo MOPU TP 70 cm Reflex I;48;21,5;21,5;1;24;Neto: 022 € (a partir de 1 uds.);Neto G.C.: 022 € (a partir de 1 uds.);23,04;24;23,04
8070N2;Triangulo MOPU TP 70 cm Reflex II;62;;;;31;Sin precio neto;Sin precio neto G.C.;29,76;31;29,76
8070N3;Triangulo MOPU TP 70 cm Reflex III;99,96;;;;49,98;Sin precio neto;Sin precio neto G.C.;47,9808;49,98;47,9808
8090N1;Triangulo MOPU TP 90 cm Reflex I;88,5;31,8;31,8;1;44,25;Neto: 032 € (a partir de 1 uds.);Neto G.C.: 032 € (a partir de 1 uds.);42,48;44,25;42,48
8090N2;Triangulo MOPU TP 90 cm Reflex II;113,9;;;;56,95;Sin precio neto;Sin precio neto G.C.;54,672;56,95;54,672
8090N3;Triangulo MOPU TP 90 cm Reflex III;158,44;;;;79,22;Sin precio neto;Sin precio neto G.C.;76,0512;79,22;76,0512
81120N1;Disco MOPU TR 120 cm Reflex I;294,78;;;;147,39;Sin precio neto;Sin precio neto G.C.;141,4944;147,39;141,4944
81120N2;Disco MOPU TR 120 cm Reflex II;405,12;;;;202,56;Sin precio neto;Sin precio neto G.C.;194,4576;202,56;194,4576
81120N3;Disco MOPU TR 120 cm Reflex III;521,56;;;;260,78;Sin precio neto;Sin precio neto G.C.;250,3488;260,78;250,3488
8160N1;Disco MOPU TR 60 cm Reflex I;49,5;23,5;23,5;1;24,75;Neto: 024 € (a partir de 1 uds.);Neto G.C.: 024 € (a partir de 1 uds.);23,76;24,75;23,76
8160N2;Disco MOPU TR 60 cm Reflex II;62,8;;;;31,4;Sin precio neto;Sin precio neto G.C.;30,144;31,4;30,144
8160N3;Disco MOPU TR 60 cm Reflex III;135,04;;;;67,52;Sin precio neto;Sin precio neto G.C.;64,8192;67,52;64,8192
8190N1;Disco MOPU TR 90 cm Reflex I;139,06;43;43;1;69,53;Neto: 043 € (a partir de 1 uds.);Neto G.C.: 043 € (a partir de 1 uds.);66,7488;69,53;66,7488
8190N2;Disco MOPU TR 90 cm Reflex II;208;;;;104;Sin precio neto;Sin precio neto G.C.;99,84;104;99,84
8190N3;Disco MOPU TR 90 cm Reflex III;302;;;;151;Sin precio neto;Sin precio neto G.C.;144,96;151;144,96
8201;Adhesivo 11x15 Extintor;1,1;0,5;0,5;1;0,55;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);0,528;0,55;0,528
8201/B;Blister 10 unid. Adhesivo 11x15 Extintor;8,8;;;;4,4;Sin precio neto;Sin precio neto G.C.;4,224;4,4;4,224
8210;Adhesivo 11x15 Riesgo electrico;1,1;0,5;0,5;1;0,55;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);0,528;0,55;0,528
8210/B;Blister 10 unid. Adhesivo 11x15 Riesgo electrico;8,8;;;;4,4;Sin precio neto;Sin precio neto G.C.;4,224;4,4;4,224
8216;Adhesivo 11x15 Materias comburentes;1,1;0,5;0,5;1;0,55;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);0,528;0,55;0,528
8216/B;Blister 10 unid. Adhesivo 11x15 Materias comburentes;8,8;;;;4,4;Sin precio neto;Sin precio neto G.C.;4,224;4,4;4,224
8218;Adhesivo 11x15 Campo Magnetico Intenso;1,1;0,5;0,5;1;0,55;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);0,528;0,55;0,528
8218/B;Blister 10 unid. Adhesivo 11x15 Campo Magnetico Intenso;8,8;;;;4,4;Sin precio neto;Sin precio neto G.C.;4,224;4,4;4,224
8219;Adhesivo 11x15 Materias Inflamables;1,1;0,5;0,5;1;0,55;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);0,528;0,55;0,528
8219/B;Blister 10 unid. Adhesivo 11x15 Materias inflamables;8,8;;;;4,4;Sin precio neto;Sin precio neto G.C.;4,224;4,4;4,224
8220;Adhesivo 11x15 Uso oblig. casco;1,1;0,5;0,5;1;0,55;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);0,528;0,55;0,528
8220/B;Blister 10 unid. Adhesivo 11x15 Uso oblig. casco;8,8;;;;4,4;Sin precio neto;Sin precio neto G.C.;4,224;4,4;4,224
8221;Adhesivo 11x15 Uso Oblig. botas;1,1;0,5;0,5;1;0,55;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);0,528;0,55;0,528
8221/B;Blister 10 unid. Adhesivo 11x15 Uso oblig. botas;8,8;;;;4,4;Sin precio neto;Sin precio neto G.C.;4,224;4,4;4,224
8222;Adhesivo 11x15 Uso oblig Guantes;1,1;0,5;0,5;1;0,55;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);0,528;0,55;0,528
8222/B;Blister 10 unid. Adhesivo 11x15 Uso oblig. guantes;8,8;;;;4,4;Sin precio neto;Sin precio neto G.C.;4,224;4,4;4,224
8223;Adhesivo 11x15 Uso oblig. prot. acustica;1,1;0,5;0,5;1;0,55;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);0,528;0,55;0,528
8223/B;Blister 10 unid. Adhesivo 11x15 Uso oblig.protec.acustica;8,8;;;;4,4;Sin precio neto;Sin precio neto G.C.;4,224;4,4;4,224
8226;Adhesivo 11x15 Uso oblig Gafas;1,1;0,5;0,5;1;0,55;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);0,528;0,55;0,528
8226/B;Blister 10 unid. Adhesivo 11x15 Uso obligatorio Gafas;8,8;;;;4,4;Sin precio neto;Sin precio neto G.C.;4,224;4,4;4,224
8227;Adhesivo 11x 15 Uso oblig. arnes segur.;1,1;0,5;0,5;1;0,55;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);0,528;0,55;0,528
8227/B;Blister 10 und. Adhesivo 11x15 Uso oblig. arnes seguridad;8,8;;;;4,4;Sin precio neto;Sin precio neto G.C.;4,224;4,4;4,224
8230;Adhesivo 11x 15 Prohibido Fumar;1,1;0,5;0,5;1;0,55;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);0,528;0,55;0,528
8230/B;Blister 10 unid. Adhesivo 11x15 Prohibido Fumar;8,8;;;;4,4;Sin precio neto;Sin precio neto G.C.;4,224;4,4;4,224
8232;Adhesivo 11x15 Prohibido pasar sin casco;1,1;0,5;0,5;1;0,55;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);0,528;0,55;0,528
8232/B;Blister 10 unid. Adhesivo 11x15 Prohibido pasar sin casco;8,8;;;;4,4;Sin precio neto;Sin precio neto G.C.;4,224;4,4;4,224
8238;Adhesivo 11x15 Atencion puesta a tierra;1,1;0,5;0,5;1;0,55;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);0,528;0,55;0,528
8238/B;Blister 10 unid .Adhesivo 11x15 Atencion puesta a tierra;8,8;;;;4,4;Sin precio neto;Sin precio neto G.C.;4,224;4,4;4,224
8250;Adhesivo 11x15 Peligro;1,1;0,5;0,5;1;0,55;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);0,528;0,55;0,528
8250/B;Blister 10 unid. Adhesivo 11x15 Peligro;8,8;;;;4,4;Sin precio neto;Sin precio neto G.C.;4,224;4,4;4,224
8252;Adhesivo 11x15 Riesgo de atrapamiento;1,1;0,5;0,5;1;0,55;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);0,528;0,55;0,528
8252/B;Blister 10 unid. Adhesivo 11x15 Riesgo de atrapamiento;8,8;;;;4,4;Sin precio neto;Sin precio neto G.C.;4,224;4,4;4,224
8253;Adhesivo 11x15 Proh. paso toda person ajena empresa;1,1;0,5;0,5;1;0,55;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);0,528;0,55;0,528
8253/B;Blister 10 unid. Adehsivo 11x15 Proh. paso toda persona ajena;8,8;;;;4,4;Sin precio neto;Sin precio neto G.C.;4,224;4,4;4,224
8256;Adhesivo 11x15 Botiquin;1,1;0,5;0,5;1;0,55;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);0,528;0,55;0,528
8256/B;Blister 10 unid. adhesivo 11x15 Botiquin;8,8;;;;4,4;Sin precio neto;Sin precio neto G.C.;4,224;4,4;4,224
8275;Adhesivo 11x15 Proh. repar.personal no autorizado;1,1;0,5;0,5;1;0,55;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);0,528;0,55;0,528
8275/B;Blister 10 unid. Adhesivo 11x15 Proh. repar.personal no;8,8;;;;4,4;Sin precio neto;Sin precio neto G.C.;4,224;4,4;4,224
8281;Adhesivo 11x15 Agua no potable;1,1;0,5;0,5;1;0,55;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);0,528;0,55;0,528
8281/B;Blister 10 unid. Adhesivo 11x15 Agua no potable;8,8;;;;4,4;Sin precio neto;Sin precio neto G.C.;4,224;4,4;4,224
8283;Adhesivo 10x15 Uso obligatorio de mascara;1,1;0,5;0,5;1;0,55;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);0,528;0,55;0,528
8283/B;Blister 10 unid. Adhesivo 11x15 Uso obligatorio mascara;8,8;;;;4,4;Sin precio neto;Sin precio neto G.C.;4,224;4,4;4,224
8290;Adhesivo 11x15 Peligro alta tension;1,1;0,5;0,5;1;0,55;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);0,528;0,55;0,528
8290/B;Blister 10 unid. Adhesivo 11x15 Peligro Alta Tension;8,8;;;;4,4;Sin precio neto;Sin precio neto G.C.;4,224;4,4;4,224
8291;Adhesivo 11x15 Peligro no maniobrar pers.no autor.;1,1;0,5;0,5;1;0,55;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);0,528;0,55;0,528
8291/B;Blister 10 unid. Adhesivo 11x15 Peligro no maniobrar pers. no;8,8;;;;4,4;Sin precio neto;Sin precio neto G.C.;4,224;4,4;4,224
83120N1;Cuadrado MOPU TS 120x120 cm Reflex I;286,28;;;;143,14;Sin precio neto;Sin precio neto G.C.;137,4144;143,14;137,4144
83120N2;Cuadrado MOPU TS 120x120 cm Reflex II;401,2;;;;200,6;Sin precio neto;Sin precio neto G.C.;192,576;200,6;192,576
83120N3;Cuadrado MOPU TS 120x120 cm Reflex III;610,98;;;;305,49;Sin precio neto;Sin precio neto G.C.;293,2704;305,49;293,2704
8340N1;Cuadrado MOPU TS 40x40 cm Reflex I;62;;;;31;Sin precio neto;Sin precio neto G.C.;29,76;31;29,76
8340N2;Cuadrado MOPU TS 40x40 cm Reflex II;72;;;;36;Sin precio neto;Sin precio neto G.C.;34,56;36;34,56
8340N3;Cuadrado MOPU TS 40x40 cm Reflex III;108;;;;54;Sin precio neto;Sin precio neto G.C.;51,84;54;51,84
8360N1;Cuadrado MOPU TS 60x60 cm Reflex I;54;;;;27;Sin precio neto;Sin precio neto G.C.;25,92;27;25,92
8360N2;Cuadrado MOPU TS 60x60 cm Reflex II;88,5;;;;44,25;Sin precio neto;Sin precio neto G.C.;42,48;44,25;42,48
8360N3;Cuadrado MOPU TS 60x60 cm Reflex III;145,5;;;;72,75;Sin precio neto;Sin precio neto G.C.;69,84;72,75;69,84
8374;Adhesivo 11x15 Riesgo de proyeccion de particulas;1,1;0,5;0,5;1;0,55;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);0,528;0,55;0,528
8375;Adhesivo 11x15 Peligro de incendio;1,1;0,5;0,5;1;0,55;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);0,528;0,55;0,528
8381;Adhesivo 11x15 Riesgo contacto térmico;1,1;0,5;0,5;1;0,55;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);0,528;0,55;0,528
8382;Adhesivo 11x15 Riesgo de corte;1,1;0,5;0,5;1;0,55;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);0,528;0,55;0,528
8384;Adhesivo 10x15 Uso obligatorio equipo autonomo;1,1;0,5;0,5;1;0,55;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);0,528;0,55;0,528
8385;Adhesivo 10x15 peligro temperatura elevada;1,1;0,5;0,5;1;0,55;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);0,528;0,55;0,528
8385/B;Blístes 10 unid. Ahesivo 11x15 Temperatura Elevada;8,8;;;;4,4;Sin precio neto;Sin precio neto G.C.;4,224;4,4;4,224
8390N1;Cuadrado MOPU TS 90x90 cm Reflex I;190;62;62;1;95;Neto: 062 € (a partir de 1 uds.);Neto G.C.: 062 € (a partir de 1 uds.);91,2;95;91,2
8390N2;Cuadrado MOPU TS 90x90 cm Reflex II;260,7;;;;130,35;Sin precio neto;Sin precio neto G.C.;125,136;130,35;125,136
8390N3;Cuadrado MOPU TS 90x90 cm Reflex III;314,34;;;;157,17;Sin precio neto;Sin precio neto G.C.;150,8832;157,17;150,8832
8399;Adhesivo Agles Morts 17x25 cm;12;;;;6;Sin precio neto;Sin precio neto G.C.;5,76;6;5,76
844060N1;Rectangulo MOPU TS 40x60 cm Reflex I;73;;;;36,5;Sin precio neto;Sin precio neto G.C.;35,04;36,5;35,04
844060N2;Rectangulo MOPU TS 40X60 cm Reflex II;84;;;;42;Sin precio neto;Sin precio neto G.C.;40,32;42;40,32
844060N3;Rectangulo MOPU TS 40X60 cm Reflex III;125;;;;62,5;Sin precio neto;Sin precio neto G.C.;60;62,5;60
8460120N1;Rectangulo MOPU TS 60x120 cm Reflex I;220,5;;;;110,25;Sin precio neto;Sin precio neto G.C.;105,84;110,25;105,84
8460120N2;Rectangulo MOPU TS 60x120 cm Reflex II;224;;;;112;Sin precio neto;Sin precio neto G.C.;107,52;112;107,52
8460120N3;Rectangulo MOPU TS 60x120 cm Reflex III;328;;;;164;Sin precio neto;Sin precio neto G.C.;157,44;164;157,44
846090N1;Rectangulo MOPU TS 60x90 cm Reflex I;88;;;;44;Sin precio neto;Sin precio neto G.C.;42,24;44;42,24
846090N2;Rectangulo MOPU TS 60x90 cm Reflex II;176,1;;;;88,05;Sin precio neto;Sin precio neto G.C.;84,528;88,05;84,528
846090N3;Rectangulo MOPU TS 60x90 cm Reflex III;231,28;;;;115,64;Sin precio neto;Sin precio neto G.C.;111,0144;115,64;111,0144
8490135N1;Rectangulo MOPU TS 90x135 cm Reflex I;231,2;;;;115,6;Sin precio neto;Sin precio neto G.C.;110,976;115,6;110,976
8490135N2;Rectangulo MOPU TS 90x135 cm Reflex II;381,56;;;;190,78;Sin precio neto;Sin precio neto G.C.;183,1488;190,78;183,1488
8490135N3;Rectangulo MOPU TS 90x135 cm Reflex III;515,78;;;;257,89;Sin precio neto;Sin precio neto G.C.;247,5744;257,89;247,5744
8500N;Señal 30 cm metálica Triangular Normal;16,5;;;;8,25;Sin precio neto;Sin precio neto G.C.;7,92;8,25;7,92
8500N1;Señal 30 cm metálica Triangular Nivel 1;18,5;;;;9,25;Sin precio neto;Sin precio neto G.C.;8,88;9,25;8,88
854020N1;Cajetin MOPU TS 40x20 cm Reflex I;31,68;;;;15,84;Sin precio neto;Sin precio neto G.C.;15,2064;15,84;15,2064
854020N2;Cajetin MOPU TS 40x20 cm Reflex II;46;;;;23;Sin precio neto;Sin precio neto G.C.;22,08;23;22,08
854020N3;Cajetin MOPU TS 40x20 cm Reflex III;56,64;;;;28,32;Sin precio neto;Sin precio neto G.C.;27,1872;28,32;27,1872
856020N1;Cajetin MOPU TS 60x20 cm Reflex I;42;;;;21;Sin precio neto;Sin precio neto G.C.;20,16;21;20,16
856030N1;Cajetin MOPU TS 60x30 cm Reflex I;42,5;;;;21,25;Sin precio neto;Sin precio neto G.C.;20,4;21,25;20,4
856030N2;Cajetin MOPU TS 60x30 cm Reflex II;73,06;;;;36,53;Sin precio neto;Sin precio neto G.C.;35,0688;36,53;35,0688
856030N3;Cajetin MOPU TS 60x30 cm Reflex III;92,5;;;;46,25;Sin precio neto;Sin precio neto G.C.;44,4;46,25;44,4
8600N;Señal 30 cm metálica Circular Normal;16,5;;;;8,25;Sin precio neto;Sin precio neto G.C.;7,92;8,25;7,92
8600N1;Señal 30 cm metálica Circular Nivel 1;18,5;;;;9,25;Sin precio neto;Sin precio neto G.C.;8,88;9,25;8,88
8700N;Señal 30 cm metálica Cuadrado Normal;16,5;;;;8,25;Sin precio neto;Sin precio neto G.C.;7,92;8,25;7,92
8700N1;Señal 30 cm metálica Rectangular Nivel 1;18,5;;;;9,25;Sin precio neto;Sin precio neto G.C.;8,88;9,25;8,88
8716545N1;Panel direccional estrecho R/B TB-2 165x45 cm Reflex I;149,34;;;;74,67;Sin precio neto;Sin precio neto G.C.;71,6832;74,67;71,6832
8716545N2;Panel direccional estrecho R/B TB-2 165x45 cm Reflex II;179,5;;;;89,75;Sin precio neto;Sin precio neto G.C.;86,16;89,75;86,16
